stop_name,zone_id,stop_id,stop_lat,stop_lon
Bosch Main Gate Bidadi,32125,32125,12.80023,77.42076
Brahma Devara Gudda,30192,30192,12.96334,77.47212
Brigade Atmosphere,25052,25052,13.26543,77.73925
Brigade Atmosphere,32519,32519,13.26541,77.73924
Brigade Meadows Kanakapura Road,36502,36502,12.81429,77.50677
Brigade Meadows Kanakapura Road,36503,36503,12.81437,77.5068
Brigade Millenium,23452,23452,12.89213,77.58192
Brigade Millenium,23474,23474,12.89224,77.58172
Brigade Millenium,38507,38507,12.89217,77.58329
Brigade Omega Apartment,30200,30200,12.89286,77.52894
Brigade Omega Apartment,32130,32130,12.89301,77.52884
Brigade Palm Springs,38509,38509,12.89514,77.58613
Brigade Palm Springs,38512,38512,12.89508,77.58628
Brigade Road,23657,23657,12.97145,77.60675
Bristol Quarters,23431,23431,12.98855,77.66239
Broad Casting Compound Kadanur,30202,30202,13.25794,77.489
Broad Casting Compound Kadanur,32131,32131,13.25791,77.48905
Brook Steel ESI,21781,21781,12.9931,77.70535
Brook Steel ESI,21782,21782,12.99287,77.70549
Brooke Bond,21783,21783,12.96454,77.74869
Brooke Bond,21784,21784,12.96392,77.74833
Brundavana Badavane,39082,39082,12.72147,77.71776
Brundavana Badavane,39083,39083,12.72147,77.71783
Brundavana Nagara,20682,20682,12.95049,77.55553
Brundavana Nagara,20683,20683,12.95042,77.5555
Brundavana Peenya,20684,20684,13.02034,77.50804
Brundavana Peenya,20685,20685,13.0204,77.50815
Brundavana School Maralawadi,30206,30206,12.61755,77.52121
Brundavana School Maralawadi,32133,32133,12.61763,77.52116
Brundavana Vaddarahalli,30208,30208,13.024,77.44946
Budigere,21788,21788,13.13511,77.74756
Budigere,30214,30214,13.13512,77.74753
Budigere Cross,21790,21790,13.04603,77.75054
Budigere Cross,21791,21791,13.04651,77.75054
Budigere Cross,36723,36723,13.04651,77.75021
Budihal,32138,32138,13.13495,77.3622
Budihal Gate,30224,30224,13.13108,77.35881
Budihal Gate,32141,32141,13.22448,77.73872
Budihal Gate,32142,32142,13.22417,77.73861
Budihal Gate,32143,32143,13.13119,77.35895
Budumanahalli,30226,30226,13.19088,77.52794
Budumanahalli,32144,32144,13.19091,77.52791
Budumanahalli Cross,30228,30228,13.18592,77.54021
Budumanahalli Cross,32145,32145,13.186,77.54023
Bukkasagara,30230,30230,12.77898,77.61961
Bukkasagara,32146,32146,12.77881,77.61964
Bullahalli,30233,30233,13.30722,77.73069
Bullahalli,38666,38666,13.30723,77.73054
Buragamarada Palya,30235,30235,13.06408,77.32832
Buragamarada Palya,32148,32148,13.06377,77.32852
Burumarana Doddy,30236,30236,12.78692,77.31067
Burumarana Doddy,38480,38480,12.78694,77.31071
Byadarahalli,21474,21474,12.9852,77.48196
Byadarahalli,21475,21475,12.98504,77.48214
Byadarahalli,32151,32151,12.98697,77.25673
Byadarahalli,39253,39253,13.28446,77.65528
Byadarahalli,39254,39254,13.2844,77.65525
Byadarahalli Gate,30248,30248,12.99366,77.25514
Byadarahalli Gate,32154,32154,12.99377,77.25509
Byagadadenahalli,30252,30252,12.75238,77.70258
Byagadadenahalli,32156,32156,12.75244,77.7026
Byagadadenahalli Gate,23839,23839,12.75224,77.70671
Byagadadenahalli Gate,23979,23979,12.75215,77.70667
Byalahalli,30256,30256,12.93975,77.81529
Byalahalli,32157,32157,13.16975,77.6813
Byalahalli,32158,32158,12.93969,77.81528
Byalahalli,32159,32159,13.16978,77.68134
Byalahalli Garment,30258,30258,12.94547,77.81545
Byalahalli Garment,32160,32160,12.9454,77.81542
Byalalu,30260,30260,12.89194,77.37637
Byalalu,32161,32161,12.89185,77.3763
Byatarayana Doddy,23853,23853,12.81634,77.55078
Byatarayana Doddy,24151,24151,12.81629,77.55077
Byatarayana Doddy Cross,32164,32164,12.80373,77.54365
Byatarayana Doddy Cross,32165,32165,12.80368,77.54362
Byatarayana Doddy Cross 1,34804,34804,12.80374,77.5436
Byatarayanapura,30270,30270,13.06723,77.59354
Byatarayanapura,32166,32166,13.06715,77.5938
Byatarayanapura,35107,35107,13.06646,77.59299
Byatarayanapura,35273,35273,13.06693,77.59337
Byatarayanapura FLY,39269,39269,13.06723,77.59298
Byatarayanapura FLY,39270,39270,13.06734,77.59318
Byatha,30272,30272,13.19307,77.48456
Byatha,32167,32167,13.19312,77.48453
Byatha Cross,30274,30274,13.19307,77.48624
Byatha Cross,32168,32168,13.1931,77.48628
Bychakuppe,30276,30276,12.97049,77.38862
Bychakuppe,32169,32169,12.97051,77.38868
Bychapura,30279,30279,13.22435,77.71285
Bychapura,32170,32170,13.22421,77.71283
Bychapura,32171,32171,13.22432,77.71283
Bychapura Appartment,30281,30281,13.22219,77.71777
Bychapura Appartment,32172,32172,13.22216,77.71777
Bychohalli,30283,30283,12.80653,77.43822
Bychohalli,32173,32173,12.8063,77.43817
Bylakonenahalli,30284,30284,13.01087,77.45988
Bylakonenahalli  Cross (Madakari Circle),39886,39886,13.01064,77.46893
Bylakonenahalli  Cross (Madakari Circle),39887,39887,13.0107,77.46895
Bylakonenahalli farm house,39888,39888,13.01412,77.46842
Bylakonenahalli farm house,39889,39889,13.01418,77.46847
Bylanarasapura,30288,30288,13.17704,77.93468
Bylanarasapura,32174,32174,13.17714,77.93486
Bylanjaneya Swamy Temple Gollahalli,30290,30290,13.15018,77.40961
Bylanjaneya Swamy Temple Gollahalli,32177,32177,13.15014,77.40961
Byra Doddy Circle,30294,30294,12.79486,77.38918
Byra Doddy Circle,32179,32179,12.79493,77.38921
Byramangala,30296,30296,12.74876,77.42431
Byramangala,32180,32180,12.74879,77.42433
Byramangala Circle,30298,30298,12.7498,77.42214
Byramangala Circle,32181,32181,12.74986,77.42207
Byramangala Cross,21477,21477,12.80246,77.39725
Byramangala Cross,30299,30299,12.80181,77.39781
Byramangala Cross,35399,35399,12.80222,77.39714
Byramangala Lake,32182,32182,12.77614,77.42026
Byranahalli Cross,30303,30303,13.15387,77.33824
Byranahalli Cross,32183,32183,13.15384,77.33819
Byranayakanahalli,30305,30305,13.19938,77.37682
Byranayakanahalli,32184,32184,13.19911,77.37649
Byranayakanahalli Railway Station,27841,27841,13.19406,77.38192
Byranayakanahalli Railway Station,34323,34323,13.19402,77.38186
Byrapura,32186,32186,13.20178,77.52289
Byrasandra,32187,32187,12.83492,77.48543
Byrasandra,32188,32188,12.83495,77.48547
Byrasandra Aralumallige,32189,32189,13.24803,77.52086
Byrasandra Cross,21793,21793,12.97544,77.66807
Byrasandra Cross,23541,23541,12.97552,77.66802
Byrasandra Dinne,30318,30318,13.23969,77.84764
Byrasandra Dinne,32190,32190,13.23975,77.84771
Byrasandra New Bus Stand,30319,30319,12.93549,77.59001
Byrasandrapalya Gate,32191,32191,13.24243,77.52225
Byrashettyhalli,30323,30323,13.15657,77.40339
Byrashettyhalli,32192,32192,13.15655,77.40334
Byrathi,30325,30325,13.05614,77.652
Byrathi,32193,32193,13.05609,77.65198
Byrathi Bande,21794,21794,13.07803,77.6534
Byrathi Bande,21795,21795,13.07788,77.65345
Byrathi Bande,30326,30326,13.07794,77.65355
Byrathi Cross,21796,21796,13.05702,77.64822
Byrathi Cross,21797,21797,13.05702,77.64834
Byrathi Cross,30327,30327,13.05708,77.64845
Byraveshwara Layout,20692,20692,13.06413,77.49493
Byraveshwara Layout,20693,20693,13.06417,77.49494
Byraveshwaranagara,21478,21478,12.96501,77.52338
Byraveshwaranagara,21798,21798,12.96519,77.52334
Byregowdanahalli Colony,30331,30331,13.06449,77.39379
Byregowdanahalli Colony,32195,32195,13.06434,77.39376
Byregowdanahalli2,32996,32996,13.05913,77.39389
Byregowdanahalli3,26047,26047,13.05926,77.39389
Byregowdanapalya Cross,32196,32196,12.91897,77.32371
Byrohalli,30335,30335,12.92357,77.44909
Byrohalli,32197,32197,12.92357,77.44915
Byrohalli Gate,30337,30337,12.93433,77.44829
Byrohalli Gate,32198,32198,12.93438,77.44817
C Q A L,24172,24172,13.01175,77.59331
C R P F Kaggalipura Main Road,24738,24738,12.79567,77.53926
C R P F Kaggalipura Main Road,32385,32385,12.79562,77.53931
C R P F Yelahanka,24736,24736,13.12298,77.57554
C R P F Yelahanka,32384,32384,13.12278,77.57552
CBI,20698,20698,13.02613,77.58514
CBI,20699,20699,13.02653,77.58565
CBI,20700,20700,13.02699,77.58584
CBI,20701,20701,13.02695,77.58587
CFSP Farm,32215,32215,13.1786,77.48949
CFSP Farm,32216,32216,13.17858,77.48946
CK Palya,23592,23592,12.8334,77.60871
CK Palya,23952,23952,12.83337,77.60874
CK Palya Cross,24701,24701,12.84049,77.59373
CK Palya Cross,35341,35341,12.84055,77.59357
CK Palya Dinne,23591,23591,12.83831,77.60501
CK Palya Dinne,23953,23953,12.83828,77.60498
CK Thandya,24703,24703,12.87023,77.39753
CK Thandya,32370,32370,12.8703,77.39759
CK Thandya Junction,30367,30367,12.87609,77.40103
CMH Hospital,21855,21855,12.97861,77.64648
CMH Hospital,24707,24707,12.97849,77.64655
CMH Hospital,35942,35942,12.97838,77.64668
CMP Centre and School,38872,38872,12.95908,77.6122
CMR College,39215,39215,13.11772,77.65499
CMR College,39216,39216,13.11768,77.65495
CMR College Cross,39230,39230,13.11238,77.65261
CMR College Cross,39231,39231,13.11236,77.65266
CMRIT College,20721,20721,12.96763,77.71447
CMRIT College,20722,20722,12.96764,77.71389
CMTI,20723,20723,13.0307,77.53641
CMTI,20724,20724,13.03143,77.53561
CMTI,32373,32373,13.03293,77.53395
CPRI,24726,24726,13.01484,77.57489
CPRI,32382,32382,13.01473,77.57499
CPRI Quarters,20730,20730,13.02217,77.57224
CPRI Quarters,20731,20731,13.02241,77.5722
CPWD Quarters HSR Layout,35127,35127,12.91413,77.65182
CPWD Quarters HSR Layout,35317,35317,12.914,77.65181
CR Police Ground,21495,21495,12.96258,77.5601
CS- Bengaluru Club,36572,36572,12.96638,77.59838
CS-5th Block HBR Layout,36413,36413,13.03545,77.6319
CS-5th Phase Yelahanka,35836,35836,13.10413,77.57254
CS-6th Block Rajajinagara,37050,37050,12.9798,77.55367
CS-80 Feet Road Kalyananagara,38009,38009,13.02554,77.64084
CS-8th Mile,36589,36589,13.04508,77.5075
CS-ADMC Quarters Office,38856,38856,13.00534,77.64118
CS-ARMY PUBLIC SCHOOL (Parachute Regiment),38961,38961,13.01671,77.58643
CS-AROMA BAKERY Yelahanka NEW Town,38949,38949,13.09931,77.57715
CS-Adishwara Bombay Dying,37048,37048,13.0212,77.55614
CS-Agara,39607,39607,12.92415,77.65146
CS-Air force Gate Ashwathnagara,39705,39705,13.02686,77.57956
CS-Airtel office Koramangala,39834,39834,12.93591,77.61557
CS-Aliaskar Embassy,39598,39598,12.99389,77.58906
CS-Alphine Apartment,38906,38906,13.06647,77.57655
CS-Ambedkar Nagara,39639,39639,12.90058,77.71013
CS-Anchepalya,36433,36433,12.89273,77.45782
CS-Anjanamurty,38755,38755,13.04518,77.57415
CS-Anjaneya Temple Beguru,36651,36651,12.87285,77.62465
CS-Anna Kuteera Kathriguppe,39527,39527,12.92622,77.55029
CS-Annapoorneshwarinagara,36476,36476,12.98075,77.507
CS-Arakere Gate,36554,36554,12.89051,77.59802
CS-Arehalli Taja Cake,38229,38229,12.91252,77.54017
CS-Army Public School Kamaraja Road,36456,36456,12.97867,77.60941
CS-Ashoka Pillar,35738,35738,12.94312,77.58529
CS-Aspire bee School,36557,36557,12.87932,77.72381
CS-Attibele Bus Stand,39456,39456,12.779,77.77051
CS-Avasarala Factory Kanakapura Road,36637,36637,12.782,77.49287
CS-Ayyappa Temple Banasawadi,38910,38910,13.00756,77.64077
CS-B Channasandra Bridge,36676,36676,13.0132,77.66241
CS-BEL Circle,36690,36690,13.04557,77.55631
CS-BEL Factory,35759,35759,13.04887,77.55902
CS-BEML Factory,35746,35746,12.97154,77.65928
CS-BEML Layout 5th Stage,36615,36615,12.9064,77.52115
CS-BEML Layout JVS,36401,36401,12.99289,77.52914
CS-BK Circle,39612,39612,12.87058,77.58316
CS-BMSIT College Campus Yelahanka,35733,35733,13.13333,77.56767
CS-BUC Quarters,36616,36616,12.95241,77.49998
CS-Bagalagunte Cross,36608,36608,13.05665,77.50727
CS-Bagalur Santhe Circle,39876,39876,13.13344,77.6667
CS-Bagaluru Cross,39745,39745,13.11948,77.60932
CS-Bagmane Tech Park,29629,29629,12.97947,77.6641
CS-Baiyappanahalli Metro Station,36703,36703,12.99026,77.65496
CS-Banashankari,36579,36579,12.91761,77.57381
CS-Bande Mutt Arch,36767,36767,12.91903,77.4775
CS-Bannerughatta Circle,36691,36691,12.81379,77.58123
CS-Basava Gangotri Samste,36434,36434,12.88364,77.45005
CS-Basavanagara,39686,39686,12.96677,77.68276
CS-Basavanagara Kengeri,37052,37052,12.90118,77.46752
CS-Beereshwaranagara,36384,36384,12.88205,77.5654
CS-Beguru,36505,36505,12.87351,77.6251
CS-Belenus Hospital Near Carmelram Gate,37979,37979,12.9022,77.7085
CS-Bhartiya City Chokkanahalli,38952,38952,13.08332,77.64251
CS-Bhattarahalli,39685,39685,13.01929,77.70863
CS-Bhattarahalli Bank Of India,36414,36414,13.01497,77.70945
CS-Bhodhana Hosahalli,36369,36369,12.97932,77.80271
CS-Bhoopasandra,36585,36585,13.04245,77.58099
CS-Bhuvaneshwari Nagar,36590,36590,13.03224,77.60478
CS-Bidarahalli,38227,38227,13.062,77.71588
CS-Binny Mill ETA Garden,38113,38113,12.97325,77.56642
CS-Bishop Coton Girls High School,36206,36206,12.96916,77.60157
CS-Bishop Coton Girls High School 1,39408,39408,12.96967,77.60252
CS-Bommanahalli Bosch,36788,36788,12.90196,77.63248
CS-Bommasandra Canara Bank,36710,36710,12.82162,77.68772
CS-Bone Mill,36359,36359,13.06366,77.5051
CS-Brigade Millenium,36214,36214,12.8924,77.58191
CS-Bristol Quarters,36646,36646,12.98855,77.66256
CS-Byrappa layout Kannuru,39594,39594,13.08881,77.65718
CS-Byrathi Bande,36619,36619,13.07796,77.6535
CS-CBI,36598,36598,13.02624,77.58563
CS-CMP Centre and School,38874,38874,12.95906,77.61229
CS-CPWD HSR Layout,35737,35737,12.91417,77.65226
CS-CV Raman Nagara Railway Gate,36729,36729,12.98364,77.67975
CS-CWS-3,36308,36308,12.90384,77.44982
CS-Cafe Coffee Day (Vijaya Bank Layout),39579,39579,12.89157,77.60818
CS-Cathedral School,39588,39588,12.96639,77.60779
CS-Centre for Learning School Varadenahalli,36518,36518,12.95907,77.3089
CS-Chandra Layout,36465,36465,12.95826,77.52649
CS-Chandrappa Circle,36457,36457,12.9105,77.36986
CS-Channasandra,36370,36370,12.9833,77.76801
CS-Channasandra Uttarahalli,39457,39457,12.9029,77.52128
CS-Chikka Dasarahalli,39874,39874,12.89153,77.78451
CS-Chikkabanavara,36648,36648,13.08046,77.50266
CS-Chikkalasandra,35962,35962,12.91192,77.55243
CS-Chinmaya Vidyalaya Koramangala,36654,36654,12.93488,77.62816
CS-Chowdary Line,38859,38859,13.00521,77.63881
CS-Chowdeshwarinagara ORR,36745,36745,13.00053,77.52498
CS-Christal House Learning School,36489,36489,13.09443,77.65145
CS-Cunnigham Road(infinity),39599,39599,12.98711,77.59485
CS-DECATHLON Dodda Gubbi Cross,39684,39684,13.0655,77.65193
CS-DLF Home Town,38478,38478,12.87568,77.6178
CS-DSC HAL GM Palya,38106,38106,12.97664,77.66825
CS-Dayanand Sagar College Kanakapura Road,36527,36527,12.82509,77.51368
CS-Dayananda Sagar College Banashankari,36526,36526,12.90949,77.56573
CS-Deepanjalinagara,35752,35752,12.95239,77.5368
CS-Depot-06 Gate,36418,36418,12.98255,77.63448
CS-Depot-10 Gate,36248,36248,13.02548,77.63098
CS-Depot-12 Gate,38900,38900,12.90465,77.47084
CS-Depot-14 Gate,36617,36617,13.02857,77.59349
CS-Depot-31,36309,36309,12.99279,77.52135
CS-Depot-34,36207,36207,12.87149,77.5855
CS-Depot-42 Gate,38633,38633,12.89509,77.7055
CS-Depot-48,37959,37959,13.07744,77.65507
CS-Devarachikkanahalli,37917,37917,12.88885,77.61571
CS-Devis Road,36560,36560,13.00329,77.619
CS-Dhoopanahalli,36735,36735,12.96351,77.6415
CS-Dodda Gubbi Cross (Udupi Hotel),39590,39590,13.06226,77.652
CS-Dodda Nagamangala Tirumala Bekary,36700,36700,12.86232,77.67769
CS-Doddabele,36440,36440,12.88897,77.47745
CS-Domlur Marriad Accomadation,38868,38868,12.96205,77.63381
CS-ESHA HOSPITAL ATTUR LAYOUT,36683,36683,13.09795,77.56724
CS-East End Jayanagara,36197,36197,12.91703,77.59681
CS-Ejipura,38873,38873,12.94678,77.62871
CS-Electronic City,36713,36713,12.84829,77.67081
CS-Featherlite Factory Hejjala,35757,35757,12.85352,77.4265
CS-Fetherlite Factory Guddadahalli,35758,35758,12.95018,77.54642
CS-GBJ Colony Gate Doddanekkundi,36667,36667,12.95746,77.69136
CS-GM Palya,36635,36635,12.97512,77.66587
CS-Ganapathi Enclave,38866,38866,12.94738,77.64094
CS-Genius Global School Kodathi,36680,36680,12.87829,77.71695
CS-Gnana Bodhini High School,37602,37602,12.92689,77.49488
CS-Good Earth Malhar,38998,38998,12.88562,77.46454
CS-Goraguntepalya (Towards Yashwanthapura TTMC),36719,36719,13.02855,77.54071
CS-Gottigere,36516,36516,12.85618,77.58881
CS-Govt Soap Factory,37615,37615,13.0129,77.55438
CS-Gowdanapalya,35963,35963,12.91167,77.55644
CS-Gubbi Cross,36423,36423,13.06491,77.65192
CS-Gunjuru,36278,36278,12.92104,77.73657
CS-HAL ARDC,36747,36747,12.96186,77.68526
CS-HAL Gnanajyothi School,36685,36685,12.96033,77.69336
CS-HAL Hospital,36668,36668,12.96247,77.66609
CS-HAL Main Gate,36298,36298,12.95852,77.66605
CS-HAL Market/SBI Bank,38111,38111,12.96036,77.66622
CS-HAL Museum,38006,38006,12.95461,77.6807
CS-HAL New Public School,36645,36645,12.95649,77.68224
CS-HP Petrol Bunk Coles Road,36566,36566,12.99667,77.6118
CS-Hado Siddapura,36744,36744,12.89456,77.70111
CS-Hasanath College Dickenson Road,36493,36493,12.97925,77.61488
CS-Havanur Circle,36281,36281,12.98791,77.53725
CS-Head Start School Kommasandra,36231,36231,12.86047,77.73498
CS-Hennur Junction,38377,38377,13.02753,77.63262
CS-Heritage Estate,35817,35817,13.11811,77.57793
CS-Hope farm,39755,39755,12.98361,77.7525
CS-Hosa Road,36768,36768,12.8702,77.65336
CS-Hosakerehalli Cross,36190,36190,12.93032,77.54355
CS-Hosakote KEB Circle,36431,36431,13.07202,77.78704
CS-Hosuru Bande,39592,39592,13.10616,77.66079
CS-Hulimavu,37916,37916,12.87707,77.60231
CS-IIHS Bettanapalya,39017,39017,12.91843,77.43842
CS-IIHS Sadashivanagara,36606,36606,13.00514,77.58126
CS-ISRO Karthik Nagara,36614,36614,12.96605,77.69507
CS-ISRO Murugeshpalya,36394,36394,12.95959,77.65423
CS-ISRO Quarters Jalahalli,36393,36393,13.04416,77.53506
CS-ITPL,35777,35777,12.98597,77.74669
CS-Immadihalli,36752,36752,12.96592,77.76338
CS-Indira Canteen Gubbalala,39524,39524,12.89301,77.5431
CS-Indiranagara 12th Main,36545,36545,12.9702,77.64128
CS-Infosys Parking Lot,37328,37328,12.84976,77.66304
CS-Ittamadu Reliance Smart Point,36632,36632,12.91966,77.54229
CS-JP Nagara 15th Cross,36546,36546,12.90625,77.58737
CS-JP Nagara 6th Phase,36540,36540,12.90633,77.57809
CS-JP Nagara Metro Station,35885,35885,12.90743,77.57305
CS-Jai Bharath Nagar,36488,36488,13.00135,77.62958
CS-Jalahalli Cross,36600,36600,13.03983,77.5183
CS-Jalavayuvihar,36496,36496,13.02083,77.63695
CS-Jambu Savari Dinne,36215,36215,12.86581,77.58105
CS-Janatha Bazar Banashankari,36379,36379,12.92832,77.54603
CS-Jayanagara TTMC,36252,36252,12.92845,77.58466
CS-Jnanakshi Vidyaniketan School,36739,36739,12.9123,77.5138
CS-Jnanakshi Vidyaniketan School,36740,36740,12.91204,77.51353
CS-Juggat Pharma,36541,36541,12.89093,77.45496
CS-Junnasandra Rayal Bakery,39603,39603,12.90704,77.68332
CS-K Narayanapura Cross,36692,36692,13.05283,77.64607
CS-KIMS Makkalakoota,37065,37065,12.9564,77.5741
CS-KLE Hostel Goraguntepalya,37055,37055,13.03121,77.5356
CS-KLE Society College,37054,37054,12.96811,77.48129
CS-KPTCL Office,39550,39550,12.98301,77.57658
CS-KR Puram Railway Station,36368,36368,13.00021,77.6771
CS-Kachamaranahalli,36555,36555,12.91285,77.73385
CS-Kacharakanahalli,36490,36490,13.02108,77.62899
CS-Kalkere,38994,38994,13.03366,77.67471
CS-Kalyananagara Bus Stand,36797,36797,13.02629,77.63902
CS-Kannamangala Railway Gollahalli,36450,36450,13.19626,77.41037
CS-Karnataka High Court Staff Quarters,38857,38857,12.99497,77.65405
CS-Kastruriba Road,38901,38901,12.97323,77.59504
CS-Kaval Byrasandra,36586,36586,13.0198,77.60739
CS-Kempegowda Bus Station,35743,35743,12.97816,77.57068
CS-Kempegowda Institute Nursing Hostel,37064,37064,12.90391,77.52977
CS-Kendriya Vidyalaya ASC Center,35739,35739,12.96701,77.61232
CS-Kendriya Vidyalaya DRDO Quarters,36686,36686,12.98693,77.66389
CS-Kendriya Vidyalaya Halasuru (MEGC),38909,38909,12.98826,77.6149
CS-Kendriya Vidyalaya Malleshwara,31013,31013,13.0093,77.569
CS-Kengeri Bus Stand,38960,38960,12.91372,77.48663
CS-Kengeri Railway Station,36409,36409,12.9169,77.4824
CS-Kengeri Work Shop,35727,35727,12.90396,77.47575
CS-Kittanahalli,36406,36406,13.00908,77.42024
CS-Kodathi Gate,38932,38932,12.8965,77.72033
CS-Kogilu Cross,39743,39743,13.10383,77.60027
CS-Kogilu Cross,39744,39744,13.10389,77.60081
CS-Koli Farm Gate,36517,36517,12.84146,77.58858
CS-Koramangala TTMC,36670,36670,12.94053,77.62488
CS-Kothnoor Dinne JP Nagara 8th Phase,36528,36528,12.87514,77.58413
CS-Kulumepalya,39820,39820,12.83258,77.55309
CS-Kumbalagodu,39098,39098,12.87822,77.44549
CS-LAKE VIEW appartment near beedi colony,38984,38984,12.92185,77.47579
CS-MEG Center,38865,38865,12.98759,77.62236
CS-MS Palya,36549,36549,13.08161,77.54819
CS-Madhavan Park,36519,36519,12.93672,77.58392
CS-Mahathma Vidhyalaya Muttanalluru,36701,36701,12.83189,77.73495
CS-Makali,36377,36377,13.06604,77.45335
CS-Maligondanahalli,36430,36430,12.91587,77.41527
CS-Malleshwara Sai Hot Chips,36339,36339,13.00873,77.56932
CS-Malya Adithi School,36279,36279,13.1022,77.58288
CS-Mandur,39455,39455,13.08225,77.7386
CS-Mantri Green Apartment Sampige Talkies,37963,37963,12.99326,77.5703
CS-Marappa Garden,36583,36583,13.00467,77.59987
CS-Marathahalli,39608,39608,12.95625,77.69408
CS-Mariyannapalya,38177,38177,13.04943,77.61183
CS-Maruthi Mandira,36426,36426,12.98404,77.51854
CS-Medahalli,38011,38011,13.02608,77.72051
CS-Miranda School,36641,36641,12.96813,77.6515
CS-Mother Dairy Cross Yelahanka,39736,39736,13.09928,77.57717
CS-Mount Carmel College,36746,36746,12.99299,77.58886
CS-Muneshwar Temple BMD,36780,36780,12.93646,77.60663
CS-Muneshwara Layout,37047,37047,12.87435,77.47074
CS-Munnekolalu Cross,36644,36644,12.95637,77.70854
CS-Muttanallur Cross,36699,36699,12.88736,77.73827
CS-Mylasandra Cross,37597,37597,12.91814,77.4908
CS-NES Office,39747,39747,13.09699,77.59236
CS-NGV Koramangala,36770,36770,12.94477,77.62338
CS-NICE Jn Kengeri,36415,36415,12.90179,77.46856
CS-NITTE Meenakshi College,36471,36471,13.13122,77.58986
CS-Nagarabhavi Circle,36468,36468,12.95849,77.51892
CS-Nagavara Junction,36494,36494,13.0402,77.62433
CS-Nagavarapalya,38862,38862,12.98949,77.66389
CS-Narendra Tent Nagawara,36561,36561,13.02693,77.62032
CS-National Games Village Gate,37721,37721,12.94905,77.62029
CS-National Law College University,39646,39646,12.95348,77.51681
CS-Nature Apartment Dommasandra,38996,38996,12.88318,77.76039
CS-Nelamangala Taluk Office,39530,39530,13.09836,77.39295
CS-Nethravathi Block,38870,38870,12.94593,77.62266
CS-Niviksha Arcade Yelahanka 5th phase,39710,39710,13.10426,77.57004
CS-Oasis School,36417,36417,13.08918,77.66602
CS-Okalipuram,35861,35861,12.98258,77.56812
CS-Old Baiyappanahalli,36495,36495,12.99465,77.64401
CS-Olive Hostel jayanna circle,39853,39853,12.9249,77.51437
CS-PAPAS Trading PVT LTD,36529,36529,12.89131,77.59408
CS-PES College Hostel Kasavanahalli,36649,36649,12.89483,77.67326
CS-PES College ORR,36799,36799,12.93507,77.53657
CS-PESCE College Electronic City,36650,36650,12.86114,77.66431
CS-Parachute,38861,38861,13.01184,77.59594
CS-Park Hotel 1MG,36734,36734,12.97399,77.61998
CS-Peenya 2nd Stage,36609,36609,13.01064,77.50676
CS-People Tree Hospital Girinagara,36253,36253,12.9408,77.54305
CS-Phoenix One Bengaluru West Apartment,39601,39601,13.00973,77.55286
CS-Platinum City Apartment,36629,36629,13.03501,77.53308
CS-Poorva Fountain Apartment,36636,36636,12.95681,77.70595
CS-Puttenahalli,35818,35818,13.11078,77.57995
CS-R T Nagara Police Station,36587,36587,13.02495,77.59297
CS-RBI Nrupatunga Road,38781,38781,12.97203,77.58692
CS-RBI Quarters Ulsoor,38780,38780,12.98319,77.61631
CS-RK Hegde Nagara,36618,36618,13.07169,77.63375
CS-RR Gold Yelahanka,39742,39742,13.10007,77.59795
CS-RR Gold Yelahanka,39746,39746,13.10005,77.598
CS-RR Medical College,36454,36454,12.89659,77.46092
CS-RV College,36408,36408,12.92619,77.50096
CS-Raghavendra Swamy Mutt Hosakerehalli,39382,39382,12.93083,77.5399
CS-Raheja Arcade Koramangala,36759,36759,12.93577,77.61769
CS-Ramadev Medical Hado siddapur,39606,39606,12.89741,77.7027
CS-Ramakrishna Ashrama,35734,35734,12.949,77.56765
CS-Ramasandra,36425,36425,12.94537,77.46782
CS-Ramaswamipalya,36565,36565,13.00979,77.63534
CS-Ravi Tent,36779,36779,12.95186,77.62108
CS-Renaissance prosperio apartment,36786,36786,13.0645,77.59381
CS-SB College Yelahanka,39737,39737,13.10485,77.57301
CS-SDM Hospital Anchepalya,37146,37146,12.8939,77.45717
CS-SJS CBSE Gate-2,38010,38010,12.97086,77.5942
CS-Sanjayanagara Vybhava Talkies,36592,36592,13.03724,77.57447
CS-Sapthagiri Vidya Mandir,36568,36568,12.90739,77.70544
CS-Sarjapura Police Station,38129,38129,12.86063,77.78326
CS-Senior Officers Quaters,38216,38216,12.96814,77.65479
CS-Shakthi Hills Resort,36627,36627,12.91154,77.52778
CS-Shanthinagara Bus Station,35794,35794,12.95558,77.59223
CS-Shanthinikethana Layout,36537,36537,12.88296,77.60325
CS-Sharavathi Hotel,39739,39739,13.09802,77.58443
CS-Sheshadripuram College Yelahanka,39741,39741,13.09959,77.58839
CS-Shilp Bekary,36455,36455,13.03779,77.65016
CS-Shirke KHB Quarters,36289,36289,12.93192,77.48811
CS-Shivamandir,39738,39738,13.10739,77.57486
CS-Shobha Hills View Apartment,38066,38066,12.86497,77.51994
CS-Shubha Ultima Club House,36293,36293,13.08484,77.59945
CS-Sinclair High School,38915,38915,13.03175,77.64362
CS-Sompura Gate,36578,36578,12.86216,77.77194
CS-Sophiya School,36341,36341,12.98601,77.58863
CS-Sophiya School,36480,36480,12.98587,77.58941
CS-Sri Mata Amritanandamayi Ashram,36424,36424,12.94598,77.48651
CS-Sri Sai Packaging Company,36599,36599,12.99789,77.46336
